ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	3/245	11/12465	0.00110120224958518	0.00463886243814801	0.00268989803126253	405/2034/3091	3
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION	4/245	24/12465	0.00113534529189812	0.00476608492328063	0.00276366946054147	1956/2113/5594/5595	4
Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	5/245	41/12465	0.00118430212029674	0.00495439883542825	0.00287286546027183	207/2353/3725/4313/4318	5
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	11/245	189/12465	0.00128147962308197	0.0053424443596762	0.00309787814509107	207/1147/1398/2309/3717/5594/5595/653361/5580/5829/5970	11
IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	4/245	25/12465	0.00133094490779942	0.00551065888195035	0.00319541928116228	207/2534/5594/5595	4
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	4/245	25/12465	0.00133094490779942	0.00551065888195035	0.00319541928116228	54936/328/142/5111	4
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	3/245	12/12465	0.00144704512219477	0.00593043238214738	0.00343882979975635	3162/3586/3569	3
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	3/245	12/12465	0.00144704512219477	0.00593043238214738	0.00343882979975635	1398/5594/5595	3
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	3/245	12/12465	0.00144704512219477	0.00593043238214738	0.00343882979975635	207/2308/2309	3
REACTOME_SIGNALING_BY_SCF_KIT	REACTOME_SIGNALING_BY_SCF_KIT	5/245	43/12465	0.00147353772941752	0.00599834045409355	0.00347820708060276	2241/2534/3717/4318/6714	5
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	5/245	43/12465	0.00147353772941752	0.00599834045409355	0.00347820708060276	57332/11315/7703/10891/25942	5
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	10/245	164/12465	0.0014926505816329	0.00605575353420864	0.00351149871906574	1499/3091/3586/3569/3725/4602/10891/133522/5978/7124	10
Signal Transduction of S1P Receptor%WikiPathways_20190910%WP26%Homo sapiens	Signal Transduction of S1P Receptor%WikiPathways_20190910%WP26%Homo sapiens	4/245	26/12465	0.00154891111965086	0.00624211181219298	0.00361956072171044	207/5594/5595/5598	4
Wnt/beta-catenin Signaling Pathway in Leukemia%WikiPathways_20190910%WP3658%Homo sapiens	Wnt/beta-catenin Signaling Pathway in Leukemia%WikiPathways_20190910%WP3658%Homo sapiens	4/245	26/12465	0.00154891111965086	0.00624211181219298	0.00361956072171044	207/1499/5371/7471	4
Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	5/245	44/12465	0.00163620382901164	0.00657199478164476	0.00381084717650551	207/2353/3725/4313/4318	5
REACTOME_G0_AND_EARLY_G1	REACTOME_G0_AND_EARLY_G1	4/245	27/12465	0.00179053388450425	0.00714440747975458	0.00414276729921775	890/983/1017/5111	4
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	4/245	27/12465	0.00179053388450425	0.00714440747975458	0.00414276729921775	207/1499/79109/4846	4
Pathways Affected in Adenoid Cystic Carcinoma%WikiPathways_20190910%WP3651%Homo sapiens	Pathways Affected in Adenoid Cystic Carcinoma%WikiPathways_20190910%WP3651%Homo sapiens	6/245	66/12465	0.001839981515461	0.00731755806642221	0.00424317066931104	207/55294/2309/23135/4602/7157	6
MFAP5-mediated ovarian cancer cell motility and invasiveness%WikiPathways_20190910%WP3301%Homo sapiens	MFAP5-mediated ovarian cancer cell motility and invasiveness%WikiPathways_20190910%WP3301%Homo sapiens	3/245	13/12465	0.00185399162351355	0.00732508455172512	0.00424753498885458	3725/5594/5595	3
REACTOME_ERKS_ARE_INACTIVATED	REACTOME_ERKS_ARE_INACTIVATED	3/245	13/12465	0.00185399162351355	0.00732508455172512	0.00424753498885458	5594/5595/5598	3
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	13/245	260/12465	0.00191193538856381	0.00752941330545161	0.0043660173796794	207/948/1398/2534/3082/5594/5595/5580/5660/388/6647/6714/7225	13
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	4/245	28/12465	0.002057092573263	0.0080226610357257	0.00465203278028237	10645/4137/5562/5563	4
REACTOME_ATTENUATION_PHASE	REACTOME_ATTENUATION_PHASE	4/245	28/12465	0.002057092573263	0.0080226610357257	0.00465203278028237	3297/3303/3304/3315	4
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS	4/245	28/12465	0.002057092573263	0.0080226610357257	0.00465203278028237	8737/11035/7225/7226	4
ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	7/245	91/12465	0.00207230971375433	0.00805602072002889	0.00467137677901636	1499/2146/8321/3725/9314/7471/51384	7
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	6/245	68/12465	0.00214562029448234	0.00831427864111908	0.00482113062120527	983/1017/54205/4193/83667/7157	6
REACTOME_INTERLEUKIN_12_SIGNALING	REACTOME_INTERLEUKIN_12_SIGNALING	5/245	47/12465	0.00220341598365919	0.00846771460081632	0.00491010223685836	3586/3717/5034/6647/6648	5
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	7/245	92/12465	0.00220622836993974	0.00846771460081632	0.00491010223685836	10645/5594/5595/4137/5562/5563/6714	7
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	7/245	92/12465	0.00220622836993974	0.00846771460081632	0.00491010223685836	890/1017/4193/5562/5563/7157/94241	7
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	3/245	14/12465	0.00232558157003059	0.00882289596845133	0.00511605826040537	207/1147/4193	3
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	3/245	14/12465	0.00232558157003059	0.00882289596845133	0.00511605826040537	983/5594/5595	3
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	3/245	14/12465	0.00232558157003059	0.00882289596845133	0.00511605826040537	890/1017/7157	3
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER	4/245	29/12465	0.00234985318597298	0.00882289596845133	0.00511605826040537	1499/5594/5595/7157	4
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	4/245	29/12465	0.00234985318597298	0.00882289596845133	0.00511605826040537	1398/5156/6714/6778	4
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	4/245	29/12465	0.00234985318597298	0.00882289596845133	0.00511605826040537	2936/4831/7295/7296	4
REACTOME_MITOPHAGY	REACTOME_MITOPHAGY	4/245	29/12465	0.00234985318597298	0.00882289596845133	0.00511605826040537	84557/65018/5071/6714	4
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	8/245	119/12465	0.00239095578308485	0.00894942892182535	0.00518942985671994	405/406/948/2168/10891/133522/25942/7296	8
Parkin-Ubiquitin Proteasomal System pathway%WikiPathways_20190910%WP2359%Homo sapiens	Parkin-Ubiquitin Proteasomal System pathway%WikiPathways_20190910%WP2359%Homo sapiens	6/245	70/12465	0.00248809583843366	0.00928428354526636	0.00538359918257576	55294/2861/3303/3304/5071/6622	6
REACTOME_SIGNALING_BY_ERBB2	REACTOME_SIGNALING_BY_ERBB2	5/245	49/12465	0.00265349738924254	0.00978215003035864	0.00567229282157403	207/1956/2534/5580/6714	5
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	5/245	49/12465	0.00265349738924254	0.00978215003035864	0.00567229282157403	890/983/1017/5111/7157	5
Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	5/245	49/12465	0.00265349738924254	0.00978215003035864	0.00567229282157403	25/207/983/4137/6714	5
Matrix Metalloproteinases%WikiPathways_20190910%WP129%Homo sapiens	Matrix Metalloproteinases%WikiPathways_20190910%WP129%Homo sapiens	4/245	30/12465	0.0026700657651103	0.00978215003035864	0.00567229282157403	4313/4314/4318/7124	4
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	4/245	30/12465	0.0026700657651103	0.00978215003035864	0.00567229282157403	207/596/5599/7157	4
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	4/245	30/12465	0.0026700657651103	0.00978215003035864	0.00567229282157403	207/3066/5371/7157	4
REACTOME_MITOTIC_G1_G1_S_PHASES	REACTOME_MITOTIC_G1_G1_S_PHASES	9/245	149/12465	0.00271389502537341	0.00991268605944546	0.00574798564763456	25/207/890/983/1017/1719/3717/5111/6714	9
Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	8/245	122/12465	0.00279214399041591	0.0101677773626893	0.00589590328984464	25/890/983/1017/3066/4193/5111/7157	8
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	7/245	96/12465	0.00280992246015227	0.0102017905535258	0.00591562623189952	207/1398/1785/5594/5595/653361/5580	7
REACTOME_METABOLISM_OF_NITRIC_OXIDE:_ENOS_ACTIVATION_AND_REGULATION	REACTOME_METABOLISM_OF_NITRIC_OXIDE:_ENOS_ACTIVATION_AND_REGULATION	3/245	15/12465	0.00286507627727211	0.0103708898779101	0.00601368043070667	207/1785/4846	3
REACTOME_NETRIN_1_SIGNALING	REACTOME_NETRIN_1_SIGNALING	5/245	50/12465	0.00290191158956457	0.0104728689903987	0.00607281419842891	2534/5603/5599/6714/7225	5
Fragile X Syndrome %WikiPathways_20190910%WP4549%Homo sapiens	Fragile X Syndrome %WikiPathways_20190910%WP4549%Homo sapiens	8/245	123/12465	0.00293694358500747	0.0105677523639108	0.00612783341984642	207/1785/2534/5594/4318/5163/6714/7248	8
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE	10/245	180/12465	0.00295926336895811	0.010616467101099	0.00615608122357051	54205/2876/3066/10891/5978/25942/6647/6648/7157/7350	10
Cell migration and invasion through p75NTR%WikiPathways_20190910%WP4561%Homo sapiens	Cell migration and invasion through p75NTR%WikiPathways_20190910%WP4561%Homo sapiens	4/245	31/12465	0.00301896199796564	0.0107350736927661	0.00622485662738427	207/3725/4313/4318	4
Ethanol effects on histone modifications%WikiPathways_20190910%WP3996%Homo sapiens	Ethanol effects on histone modifications%WikiPathways_20190910%WP3996%Homo sapiens	4/245	31/12465	0.00301896199796564	0.0107350736927661	0.00622485662738427	1719/3066/10013/4548	4
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling%WikiPathways_20190910%WP3850%Homo sapiens	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling%WikiPathways_20190910%WP3850%Homo sapiens	4/245	31/12465	0.00301896199796564	0.0107350736927661	0.00622485662738427	207/84557/5163/10891	4
Sterol Regulatory Element-Binding Proteins (SREBP) signalling%WikiPathways_20190910%WP1982%Homo sapiens	Sterol Regulatory Element-Binding Proteins (SREBP) signalling%WikiPathways_20190910%WP1982%Homo sapiens	6/245	73/12465	0.00307680423679518	0.0109086695668193	0.00632551820251764	207/3630/133522/5562/5563/23411	6
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	8/245	124/12465	0.00308753274815467	0.0109146991009327	0.00632901449760238	25/890/983/1017/3066/4193/5111/7157	8
Pathways Regulating Hippo Signaling%WikiPathways_20190910%WP4540%Homo sapiens	Pathways Regulating Hippo Signaling%WikiPathways_20190910%WP4540%Homo sapiens	7/245	99/12465	0.00334021460926502	0.0117735261300333	0.00682701528240143	1499/1956/4233/5156/5562/5563/5580	7
REACTOME_APOPTOTIC_EXECUTION_PHASE	REACTOME_APOPTOTIC_EXECUTION_PHASE	5/245	52/12465	0.00344848369547514	0.012109059306457	0.00702157807505145	1499/4137/5580/8428/51765	5
NAD+ metabolism%WikiPathways_20190910%WP3644%Homo sapiens	NAD+ metabolism%WikiPathways_20190910%WP3644%Homo sapiens	3/245	16/12465	0.00347547028895001	0.012109059306457	0.00702157807505145	142/23411/22933	3
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	3/245	16/12465	0.00347547028895001	0.012109059306457	0.00702157807505145	2308/2309/65018	3
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	3/245	16/12465	0.00347547028895001	0.012109059306457	0.00702157807505145	5594/5595/6714	3
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	6/245	75/12465	0.00352329389719154	0.0122404089704154	0.00709774269670166	1956/2534/3082/4233/5156/6714	6
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	10/245	186/12465	0.00374130500778654	0.012956709907685	0.00751309807889792	695/1147/2353/2534/3725/5594/5595/5599/5601/5970	10
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE	8/245	128/12465	0.00375090857542576	0.012956709907685	0.00751309807889792	54205/2861/27429/120892/11315/65018/5071/6622	8
Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	6/245	76/12465	0.00376379054842919	0.0129641674445894	0.00751742241791525	1147/3569/5970/8737/11035/11277	6
Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)%WikiPathways_20190910%WP2817%Homo sapiens	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)%WikiPathways_20190910%WP2817%Homo sapiens	4/245	33/12465	0.00380762726775618	0.0130040151602181	0.00754052857664471	1147/1956/2706/3717	4
REACTOME_CD28_CO_STIMULATION	REACTOME_CD28_CO_STIMULATION	4/245	33/12465	0.00380762726775618	0.0130040151602181	0.00754052857664471	207/2534/79109/6714	4
White fat cell differentiation%WikiPathways_20190910%WP4149%Homo sapiens	White fat cell differentiation%WikiPathways_20190910%WP4149%Homo sapiens	4/245	33/12465	0.00380762726775618	0.0130040151602181	0.00754052857664471	2308/3630/10365/9314	4
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	5/245	54/12465	0.00406537161142741	0.0138451669808894	0.00802828018742966	383/4846/5625/5831/29920	5
Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	3/245	17/12465	0.00415950271386557	0.0140079074681434	0.00812264714098951	207/3630/3717	3
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4337%Homo sapiens	ncRNAs involved in STAT3 signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4337%Homo sapiens	3/245	17/12465	0.00415950271386557	0.0140079074681434	0.00812264714098951	3569/3717/5970	3
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	3/245	17/12465	0.00415950271386557	0.0140079074681434	0.00812264714098951	2308/2309/9314	3
REACTOME_GAB1_SIGNALOSOME	REACTOME_GAB1_SIGNALOSOME	3/245	17/12465	0.00415950271386557	0.0140079074681434	0.00812264714098951	1956/5829/6714	3
BDNF-TrkB Signaling%WikiPathways_20190910%WP3676%Homo sapiens	BDNF-TrkB Signaling%WikiPathways_20190910%WP3676%Homo sapiens	4/245	34/12465	0.00424974880283347	0.0142325382344201	0.00825290188857586	207/5594/7225/7248	4
p38 MAPK Signaling Pathway%WikiPathways_20190910%WP400%Homo sapiens	p38 MAPK Signaling Pathway%WikiPathways_20190910%WP400%Homo sapiens	4/245	34/12465	0.00424974880283347	0.0142325382344201	0.00825290188857586	3315/4217/8737/7186	4
Integrin-mediated Cell Adhesion%WikiPathways_20190910%WP185%Homo sapiens	Integrin-mediated Cell Adhesion%WikiPathways_20190910%WP185%Homo sapiens	7/245	104/12465	0.00438965314601286	0.0146601232699003	0.00850084201624098	207/1398/2534/5594/5598/5829/6714	7
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA	5/245	55/12465	0.00440167472867973	0.0146601232699003	0.00850084201624098	1499/8321/7157/7471/51384	5
REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RHO_GTPASE_EFFECTORS	14/245	321/12465	0.0045042286238804	0.0149604736436028	0.00867500365385873	25/695/1499/1535/1536/5594/5595/653361/4688/4689/27035/5580/388/6714	14
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	3/245	18/12465	0.00491966818213265	0.0161627142179304	0.0093721367542916	3066/4233/25942	3
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	3/245	18/12465	0.00491966818213265	0.0161627142179304	0.0093721367542916	983/5111/7157	3
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds%WikiPathways_20190910%WP3664%Homo sapiens	Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds%WikiPathways_20190910%WP3664%Homo sapiens	3/245	18/12465	0.00491966818213265	0.0161627142179304	0.0093721367542916	1499/8321/7471	3
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition%WikiPathways_20190910%WP3859%Homo sapiens	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition%WikiPathways_20190910%WP3859%Homo sapiens	3/245	18/12465	0.00491966818213265	0.0161627142179304	0.0093721367542916	207/5594/5595	3
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	5/245	57/12465	0.00513295739432041	0.016817738454562	0.00975196013298359	3586/3717/5034/6647/6648	5
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	4/245	36/12465	0.00523525699226478	0.017060446640561	0.00989269728145366	25/695/5594/5595	4
Type 2 papillary renal cell carcinoma%WikiPathways_20190910%WP4241%Homo sapiens	Type 2 papillary renal cell carcinoma%WikiPathways_20190910%WP4241%Homo sapiens	4/245	36/12465	0.00523525699226478	0.017060446640561	0.00989269728145366	405/2034/3091/6421	4
Thermogenesis%WikiPathways_20190910%WP4321%Homo sapiens	Thermogenesis%WikiPathways_20190910%WP4321%Homo sapiens	7/245	108/12465	0.00539489025947745	0.0175333933433017	0.0101669408964685	4217/5603/10891/5562/5563/7248/7350	7
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	5/245	58/12465	0.00552910897691301	0.0178810568361259	0.0103685375933654	1398/80310/5156/6714/6778	5
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	9/245	166/12465	0.00553144355393803	0.0178810568361259	0.0103685375933654	25/890/1017/5599/142/5111/5536/5893/7157	9
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	3/245	19/12465	0.00575822743196992	0.0184171877387609	0.0106794192973878	948/7099/10333	3
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	3/245	19/12465	0.00575822743196992	0.0184171877387609	0.0106794192973878	1147/8737/11035	3
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190910%WP3877%Homo sapiens	Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190910%WP3877%Homo sapiens	3/245	19/12465	0.00575822743196992	0.0184171877387609	0.0106794192973878	3725/7099/10333	3
SREBF and miR33 in cholesterol and lipid homeostasis%WikiPathways_20190910%WP2011%Homo sapiens	SREBF and miR33 in cholesterol and lipid homeostasis%WikiPathways_20190910%WP2011%Homo sapiens	3/245	19/12465	0.00575822743196992	0.0184171877387609	0.0106794192973878	10891/5562/23411	3
Prion disease pathway%WikiPathways_20190910%WP3995%Homo sapiens	Prion disease pathway%WikiPathways_20190910%WP3995%Homo sapiens	4/245	37/12465	0.00578083438306676	0.0184407091533713	0.0106930584616649	596/2534/5594/5595	4
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	6/245	83/12465	0.00580225524072491	0.0184603331211485	0.0107044376463235	488/3569/5562/5563/7124/7168	6
REACTOME_ARACHIDONIC_ACID_METABOLISM	REACTOME_ARACHIDONIC_ACID_METABOLISM	5/245	59/12465	0.00594637435833364	0.0188692036725075	0.0109415259639459	8644/1545/1800/2876/2877	5
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	6/245	84/12465	0.00614843149264564	0.0194593028131115	0.0112837017748746	948/9314/10891/5970/7124/7471	6
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	4/245	38/12465	0.00636303778402817	0.0199298255981608	0.0115565398531845	3297/3303/3304/3315	4
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	4/245	38/12465	0.00636303778402817	0.0199298255981608	0.0115565398531845	983/8737/7128/7157	4
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	4/245	38/12465	0.00636303778402817	0.0199298255981608	0.0115565398531845	54936/328/142/5111	4
REACTOME_SMOOTH_MUSCLE_CONTRACTION	REACTOME_SMOOTH_MUSCLE_CONTRACTION	4/245	38/12465	0.00636303778402817	0.0199298255981608	0.0115565398531845	301/2983/5829/7168	4
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	15/245	370/12465	0.00648042502067581	0.0202450487080027	0.0117393256188497	10533/695/948/1147/1535/1536/25793/55294/9817/653361/4688/4689/5071/7099/10333	15
REACTOME_INFLAMMASOMES	REACTOME_INFLAMMASOMES	3/245	20/12465	0.00667721753800574	0.0206993743678178	0.0120027716067796	596/5970/7295	3
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	3/245	20/12465	0.00667721753800574	0.0206993743678178	0.0120027716067796	1499/4233/6714	3
Serotonin Receptor 2 and ELK-SRF/GATA4 signaling%WikiPathways_20190910%WP732%Homo sapiens	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling%WikiPathways_20190910%WP732%Homo sapiens	3/245	20/12465	0.00667721753800574	0.0206993743678178	0.0120027716067796	2626/5594/5595	3
REACTOME_MTOR_SIGNALLING	REACTOME_MTOR_SIGNALLING	4/245	39/12465	0.0069828857291164	0.0215915827276259	0.0125201289422305	207/5562/5563/7248	4
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	8/245	143/12465	0.00726279363897211	0.0223302772167742	0.0129484694844557	25/695/1398/2534/5594/5595/5580/6714	8
Pathways in clear cell renal cell carcinoma%WikiPathways_20190910%WP4018%Homo sapiens	Pathways in clear cell renal cell carcinoma%WikiPathways_20190910%WP4018%Homo sapiens	6/245	87/12465	0.00727719538743509	0.0223302772167742	0.0129484694844557	207/405/1956/3091/5156/7248	6
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	6/245	87/12465	0.00727719538743509	0.0223302772167742	0.0129484694844557	2353/3725/5594/5595/5599/5601	6
