nodes	nodes2	type
811	CALR	Gene
284297	SSC5D	Gene
9846	GAB2	Gene
3937	LCP2	Gene
7321	UBE2D1	Gene
7294	TXK	Gene
7462	LAT2	Gene
997	CDC34	Gene
9402	GRAP2	Gene
3702	ITK	Gene
7322	UBE2D2	Gene
7006	TEC	Gene
2206	MS4A2	Gene
257397	TAB3	Gene
7334	UBE2N	Gene
2205	FCER1A	Gene
27040	LAT	Gene
7335	UBE2V1	Gene
29126	CD274	Gene
5133	PDCD1	Gene
80380	PDCD1LG2	Gene
5372	PMM1	Gene
5373	PMM2	Gene
29926	GMPPA	Gene
29925	GMPPB	Gene
4351	MPI	Gene
23016	EXOSC7	Gene
56915	EXOSC5	Gene
22894	DIS3	Gene
8570	KHSRP	Gene
51010	EXOSC3	Gene
11340	EXOSC8	Gene
5393	EXOSC9	Gene
23404	EXOSC2	Gene
5073	PARN	Gene
51013	EXOSC1	Gene
167227	DCP2	Gene
54512	EXOSC4	Gene
118460	EXOSC6	Gene
7329	UBE2I	Gene
51588	PIAS4	Gene
7341	SUMO1	Gene
10401	PIAS3	Gene
6612	SUMO3	Gene
10210	TOPORS	Gene
9641	IKBKE	Gene
60528	ELAC2	Gene
51095	TRNT1	Gene
1653	DDX1	Gene
51637	RTRAF	Gene
51493	RTCB	Gene
10940	POP1	Gene
10775	POP4	Gene
10799	RPP40	Gene
5901	RAN	Gene
79074	C2orf49	Gene
10556	RPP30	Gene
10557	RPP38	Gene
80746	TSEN2	Gene
11102	RPP14	Gene
51367	POP5	Gene
79042	TSEN34	Gene
283742	FAM98B	Gene
10248	POP7	Gene
339487	ZBTB8OS	Gene
54913	RPP25	Gene
283989	TSEN54	Gene
11260	XPOT	Gene
116461	TSEN15	Gene
79897	RPP21	Gene
3883	KRT33A	Gene
1829	DSG2	Gene
5652	PRSS8	Gene
5318	PKP2	Gene
5317	PKP1	Gene
7051	TGM1	Gene
3881	KRT31	Gene
1832	DSP	Gene
9333	TGM5	Gene
23581	CASP14	Gene
25984	KRT23	Gene
8688	KRT37	Gene
3882	KRT32	Gene
3875	KRT18	Gene
64065	PERP	Gene
5493	PPL	Gene
1475	CSTA	Gene
5266	PI3	Gene
8689	KRT36	Gene
3872	KRT17	Gene
43847	KLK14	Gene
11202	KLK8	Gene
3885	KRT34	Gene
3884	KRT33B	Gene
11005	SPINK5	Gene
1824	DSC2	Gene
1830	DSG3	Gene
1828	DSG1	Gene
1825	DSC3	Gene
1823	DSC1	Gene
3891	KRT85	Gene
3855	KRT7	Gene
112802	KRT71	Gene
5046	PCSK6	Gene
63036	CELA2A	Gene
2312	FLG	Gene
8502	PKP4	Gene
6768	ST14	Gene
7062	TCHH	Gene
26239	LCE2B	Gene
6706	SPRR2G	Gene
3890	KRT84	Gene
3888	KRT82	Gene
84648	LCE3D	Gene
3713	IVL	Gene
6707	SPRR3	Gene
6703	SPRR2D	Gene
25818	KLK5	Gene
26085	KLK13	Gene
144501	KRT80	Gene
3848	KRT1	Gene
2125	EVPL	Gene
192666	KRT24	Gene
6699	SPRR1B	Gene
6698	SPRR1A	Gene
3856	KRT8	Gene
196374	KRT78	Gene
3892	KRT86	Gene
9119	KRT75	Gene
286887	KRT6C	Gene
3851	KRT4	Gene
121391	KRT74	Gene
140807	KRT72	Gene
3889	KRT83	Gene
3880	KRT19	Gene
3866	KRT15	Gene
8687	KRT38	Gene
84616	KRTAP4-4	Gene
3860	KRT13	Gene
3857	KRT9	Gene
54474	KRT20	Gene
342574	KRT27	Gene
353134	LCE1D	Gene
3849	KRT2	Gene
340654	LIPM	Gene
3728	JUP	Gene
162605	KRT28	Gene
147409	DSG4	Gene
404203	SPINK6	Gene
100505724	KRTAP9-7	Gene
337880	KRTAP11-1	Gene
337959	KRTAP13-2	Gene
337879	KRTAP8-1	Gene
337976	KRTAP20-2	Gene
337882	KRTAP19-1	Gene
11187	PKP3	Gene
337966	KRTAP6-1	Gene
51350	KRT76	Gene
3854	KRT6B	Gene
338785	KRT79	Gene
439915	KRTAP5-5	Gene
353142	LCE3A	Gene
353145	LCE3E	Gene
319101	KRT73	Gene
3852	KRT5	Gene
254910	LCE5A	Gene
353135	LCE1E	Gene
353288	KRT26	Gene
3858	KRT10	Gene
3850	KRT3	Gene
43849	KLK12	Gene
3868	KRT16	Gene
353131	LCE1A	Gene
3861	KRT14	Gene
83902	KRTAP17-1	Gene
337979	KRTAP22-1	Gene
337973	KRTAP19-6	Gene
337967	KRTAP6-2	Gene
337969	KRTAP19-2	Gene
337971	KRTAP19-4	Gene
254950	KRTAP15-1	Gene
284827	KRTAP13-4	Gene
337972	KRTAP19-5	Gene
337963	KRTAP23-1	Gene
337977	KRTAP21-1	Gene
337978	KRTAP21-2	Gene
199834	LCE4A	Gene
353139	LCE2A	Gene
353332	KRTAP12-1	Gene
353140	LCE2C	Gene
353141	LCE2D	Gene
353143	LCE3B	Gene
3859	KRT12	Gene
83901	KRTAP9-8	Gene
386681	KRTAP10-8	Gene
386674	KRTAP10-6	Gene
81851	KRTAP1-1	Gene
643803	KRTAP24-1	Gene
386685	KRTAP10-12	Gene
374454	KRT77	Gene
23254	KAZN	Gene
85290	KRTAP4-3	Gene
387266	KRTAP5-3	Gene
353132	LCE1B	Gene
6701	SPRR2B	Gene
390792	KRT39	Gene
3886	KRT35	Gene
353133	LCE1C	Gene
388818	KRTAP26-1	Gene
81870		Gene
81871	KRTAP4-6	Gene
85289	KRTAP4-5	Gene
140258	KRTAP13-1	Gene
85285	KRTAP4-1	Gene
4014	LOR	Gene
149018	LELP1	Gene
6704	SPRR2E	Gene
643418	LIPN	Gene
643414	LIPK	Gene
142910	LIPJ	Gene
440051	KRTAP5-11	Gene
387273	KRTAP5-10	Gene
83900	KRTAP9-3	Gene
728224		Gene
728255	KRTAP1-4	Gene
125115	KRT40	Gene
147183	KRT25	Gene
643394	SPINK9	Gene
3853	KRT6A	Gene
3887	KRT81	Gene
386683	KRTAP12-3	Gene
386679	KRTAP10-2	Gene
440023	KRTAP5-6	Gene
440021	KRTAP5-2	Gene
387264	KRTAP5-1	Gene
728299	KRTAP19-8	Gene
643812	KRTAP27-1	Gene
100505753	KRTAP16-1	Gene
100533177	KRTAP29-1	Gene
100507608		Gene
653240	KRTAP4-11	Gene
100132386	KRTAP4-9	Gene
730755	KRTAP2-3	Gene
81872	KRTAP2-1	Gene
85293	KRTAP3-3	Gene
83897	KRTAP3-2	Gene
83896	KRTAP3-1	Gene
386684	KRTAP12-4	Gene
386682	KRTAP10-3	Gene
337968	KRTAP6-3	Gene
85294	KRTAP2-4	Gene
728279		Gene
386672	KRTAP10-4	Gene
386677	KRTAP10-1	Gene
126638	RPTN	Gene
386676	KRTAP10-9	Gene
83895	KRTAP1-5	Gene
353333	KRTAP10-10	Gene
353323	KRTAP12-2	Gene
81850	KRTAP1-3	Gene
100288323	KRTAP21-3	Gene
100131902	KRTAP25-1	Gene
448835	LCE6A	Gene
83899	KRTAP9-2	Gene
353137	LCE1F	Gene
337960	KRTAP13-3	Gene
728318	KRTAP9-1	Gene
100132476	KRTAP4-7	Gene
386680	KRTAP10-5	Gene
57830	KRTAP5-8	Gene
85280	KRTAP9-4	Gene
6700	SPRR2A	Gene
386678	KRTAP10-11	Gene
337970	KRTAP19-3	Gene
353144	LCE3C	Gene
6705	SPRR2F	Gene
337974	KRTAP19-7	Gene
440050	KRTAP5-7	Gene
85291	KRTAP4-2	Gene
337975	KRTAP20-1	Gene
3846	KRTAP5-9	Gene
386675	KRTAP10-7	Gene
387267	KRTAP5-4	Gene
996	CDC27	Gene
29945	ANAPC4	Gene
51433	ANAPC5	Gene
8697	CDC23	Gene
25906	ANAPC15	Gene
8881	CDC16	Gene
51529	ANAPC11	Gene
64682	ANAPC1	Gene
10393	ANAPC10	Gene
119504	ANAPC16	Gene
7324	UBE2E1	Gene
11065	UBE2C	Gene
29882	ANAPC2	Gene
246184	CDC26	Gene
51434	ANAPC7	Gene
8540	AGPS	Gene
55711	FAR2	Gene
25979	DHRS7B	Gene
8443	GNPAT	Gene
84188	FAR1	Gene
158833	AWAT1	Gene
9584	RBM39	Gene
58155	PTBP2	Gene
10659	CELF2	Gene
10658	CELF1	Gene
4841	NONO	Gene
8405	SPOP	Gene
100126351	MIR939	Gene
22803	XRN2	Gene
1198	CLK3	Gene
1196	CLK2	Gene
1195	CLK1	Gene
8899	PRPF4B	Gene
10147	SUGP2	Gene
5681	PSKH1	Gene
140890	SREK1	Gene
6421	SFPQ	Gene
3276	PRMT1	Gene
3275	PRMT2	Gene
11218	DDX20	Gene
8559	PRPF18	Gene
23405	DICER1	Gene
8732	RNGTT	Gene
6433	SFSWAP	Gene
8731	RNMT	Gene
6829	SUPT5H	Gene
56853	CELF4	Gene
102724594	U2AF1L5	Gene
10972	TMED10	Gene
1659	DHX8	Gene
57396	CLK4	Gene
3182	HNRNPAB	Gene
6729	SRP54	Gene
11129	CLASRP	Gene
8243	SMC1A	Gene
5496	PPM1G	Gene
407043	MIR7-1	Gene
6733	SRPK2	Gene
6732	SRPK1	Gene
93974	ATP5IF1	Gene
3002	GZMB	Gene
10159	ATP6AP2	Gene
9068	ANGPTL1	Gene
79931	TNIP3	Gene
10413	YAP1	Gene
1978	EIF4EBP1	Gene
2308	FOXO1	Gene
6247	RS1	Gene
79155	TNIP2	Gene
10318	TNIP1	Gene
7075	TIE1	Gene
6777	STAT5B	Gene
6776	STAT5A	Gene
4436	MSH2	Gene
2589	GALNT1	Gene
256435	ST6GALNAC3	Gene
2683	B4GALT1	Gene
57452	GALNT16	Gene
8708	B3GALT1	Gene
57515	SERINC1	Gene
102800317	TPTEP2-CSNK1E	Gene
101929777	WNT3	Gene
147111	NOTUM	Gene
92140	MTDH	Gene
2146	EZH2	Gene
9314	KLF4	Gene
283106	CSNK2A3	Gene
5176	SERPINF1	Gene
57291	DANCR	Gene
7187	TRAF3	Gene
7100	TLR5	Gene
114609	TIRAP	Gene
3661	IRF3	Gene
148022	TICAM1	Gene
51284	TLR7	Gene
54472	TOLLIP	Gene
10333	TLR6	Gene
7099	TLR4	Gene
7098	TLR3	Gene
100313781	MIR718	Gene
353376	TICAM2	Gene
7097	TLR2	Gene
7096	TLR1	Gene
29110	TBK1	Gene
51311	TLR8	Gene
3665	IRF7	Gene
54106	TLR9	Gene
4615	MYD88	Gene
8653	DDX3Y	Gene
338376	IFNE	Gene
9140	ATG12	Gene
79132	DHX58	Gene
3439	IFNA1	Gene
1654	DDX3X	Gene
10010	TANK	Gene
57506	MAVS	Gene
9474	ATG5	Gene
9755	TBKBP1	Gene
1540	CYLD	Gene
843	CASP10	Gene
8737	RIPK1	Gene
64135	IFIH1	Gene
23586	DDX58	Gene
79671	NLRX1	Gene
56832	IFNK	Gene
80143	SIKE1	Gene
3458	IFNG	Gene
3456	IFNB1	Gene
3576	CXCL8	Gene
9636	ISG15	Gene
64343	AZI2	Gene
6387	CXCL12	Gene
340061	TMEM173	Gene
55593	OTUD5	Gene
54941	RNF125	Gene
10521	DDX17	Gene
7706	TRIM25	Gene
8717	TRADD	Gene
3627	CXCL10	Gene
100126325	MIR935	Gene
100506012	PPP5D1	Gene
255189	PLA2G4F	Gene
283748	PLA2G4D	Gene
8605	PLA2G4C	Gene
27130	INVS	Gene
283120	H19	Gene
6929	TCF3	Gene
55506	H2AFY2	Gene
406951	MIR16-2	Gene
406950	MIR16-1	Gene
1024	CDK8	Gene
7020	TFAP2A	Gene
467	ATF3	Gene
6199	RPS6KB2	Gene
6198	RPS6KB1	Gene
3480	IGF1R	Gene
472	ATM	Gene
3479	IGF1	Gene
1070	CETN3	Gene
4851	NOTCH1	Gene
4853	NOTCH2	Gene
4854	NOTCH3	Gene
4855	NOTCH4	Gene
3815	KIT	Gene
2324	FLT4	Gene
10111	RAD50	Gene
51426	POLK	Gene
4361	MRE11	Gene
8600	TNFSF11	Gene
8202	NCOA3	Gene
2100	ESR2	Gene
142	PARP1	Gene
5728	PTEN	Gene
1643	DDB2	Gene
545	ATR	Gene
3280	HES1	Gene
672	BRCA1	Gene
3714	JAG2	Gene
388585	HES5	Gene
54567	DLL4	Gene
1026	CDKN1A	Gene
23493	HEY2	Gene
2475	MTOR	Gene
5241	PGR	Gene
28514	DLL1	Gene
2099	ESR1	Gene
578	BAK1	Gene
23462	HEY1	Gene
26508	HEYL	Gene
4683	NBN	Gene
10683	DLL3	Gene
90871	DMAC1	Gene
55572	FOXRED1	Gene
54968	TMEM70	Gene
55101	DMAC2	Gene
55744	COA1	Gene
25880	TMEM186	Gene
22877	MLXIP	Gene
51085	MLXIPL	Gene
10018	BCL2L11	Gene
3630	INS	Gene
6347	CCL2	Gene
83737	ITCH	Gene
51094	ADIPOR1	Gene
3643	INSR	Gene
5562	PRKAA1	Gene
5563	PRKAA2	Gene
5564	PRKAB1	Gene
5565	PRKAB2	Gene
5313	PKLR	Gene
51422	PRKAG2	Gene
5571	PRKAG1	Gene
9370	ADIPOQ	Gene
5465	PPARA	Gene
9021	SOCS3	Gene
4092	SMAD7	Gene
3952	LEP	Gene
3953	LEPR	Gene
6945	MLX	Gene
7494	XBP1	Gene
10062	NR1H3	Gene
6720	SREBF1	Gene
3570	IL6R	Gene
3569	IL6	Gene
53632	PRKAG3	Gene
79602	ADIPOR2	Gene
100532726	NDUFC2-KCTD14	Gene
81671	VMP1	Gene
1571	CYP2E1	Gene
1050	CEBPA	Gene
1965	EIF2S1	Gene
2931	GSK3A	Gene
2875	GPT	Gene
