ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GOterm
BMP Signaling Pathway in Eyelid Development%WikiPathways_20190910%WP3927%Homo sapiens	BMP Signaling Pathway in Eyelid Development%WikiPathways_20190910%WP3927%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257237979008258	0.00149039142252718	1956/3725/5595/5601	4	ann_GO0034599.txt.txt
LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257237979008258	0.00149039142252718	3569/5594/7099/7124	4	ann_GO0034599.txt.txt
REACTOME_REGULATED_NECROSIS	REACTOME_REGULATED_NECROSIS	4/245	20/12465	0.00055061683110032	0.00257237979008258	0.00149039142252718	8837/8737/11035/7186	4	ann_GO0034599.txt.txt
TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	4/245	20/12465	0.00055061683110032	0.00257237979008258	0.00149039142252718	25/596/4193/7157	4	ann_GO0034599.txt.txt
Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	5/245	35/12465	0.00056457280275035	0.00260737821117528	0.00151066888964135	207/5594/5595/5580/6714	5	ann_GO0034599.txt.txt
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY	5/245	35/12465	0.00056457280275035	0.00260737821117528	0.00151066888964135	10533/8678/3630/5562/5563	5	ann_GO0034599.txt.txt
REACTOME_ONCOGENE_INDUCED_SENESCENCE	REACTOME_ONCOGENE_INDUCED_SENESCENCE	5/245	35/12465	0.00056457280275035	0.00260737821117528	0.00151066888964135	2113/5594/5595/4193/7157	5	ann_GO0034599.txt.txt
Wnt Signaling Pathway%WikiPathways_20190910%WP363%Homo sapiens	Wnt Signaling Pathway%WikiPathways_20190910%WP363%Homo sapiens	6/245	53/12465	0.00057466796749467	0.00264390966033669	0.00153183456614549	207/1499/5594/5599/5601/7248	6	ann_GO0034599.txt.txt
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER	6/245	54/12465	0.000636024813121064	0.00290411329764712	0.0016825919584454	207/1956/2309/5594/5595/7157	6	ann_GO0034599.txt.txt
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	6/245	54/12465	0.000636024813121064	0.00290411329764712	0.0016825919584454	596/1147/5603/5970/7128/7295	6	ann_GO0034599.txt.txt
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	4/245	21/12465	0.000669752015597797	0.00304661631155389	0.00176515568812083	1147/5970/8737/11035	4	ann_GO0034599.txt.txt
Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	8/245	98/12465	0.000681973831556399	0.00309059301941289	0.00179063501603218	207/596/1017/1147/54205/5970/7157/7186	8	ann_GO0034599.txt.txt
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	6/245	55/12465	0.000702340438904121	0.00317101466818652	0.00183722989909719	1147/3569/5970/8737/11035/11277	6	ann_GO0034599.txt.txt
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS	8/245	99/12465	0.00072957864960474	0.00328174782907708	0.00190138673698594	1398/1785/2534/5594/5603/5595/5598/6714	8	ann_GO0034599.txt.txt
Photodynamic therapy-induced HIF-1 survival signaling%WikiPathways_20190910%WP3614%Homo sapiens	Photodynamic therapy-induced HIF-1 survival signaling%WikiPathways_20190910%WP3614%Homo sapiens	5/245	37/12465	0.000734243518148326	0.00329049872947954	0.00190645685413951	405/664/3091/4170/7157	5	ann_GO0034599.txt.txt
Type II diabetes mellitus%WikiPathways_20190910%WP1584%Homo sapiens	Type II diabetes mellitus%WikiPathways_20190910%WP1584%Homo sapiens	4/245	22/12465	0.000806051257467495	0.00357558324179357	0.00207162978602394	5594/5599/5580/7124	4	ann_GO0034599.txt.txt
Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	4/245	22/12465	0.000806051257467495	0.00357558324179357	0.00207162978602394	1147/3569/5970/7124	4	ann_GO0034599.txt.txt
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	3/245	10/12465	0.000812632554953083	0.00357558324179357	0.00207162978602394	207/2308/2309	3	ann_GO0034599.txt.txt
REACTOME_MET_RECEPTOR_RECYCLING	REACTOME_MET_RECEPTOR_RECYCLING	3/245	10/12465	0.000812632554953083	0.00357558324179357	0.00207162978602394	1398/3082/4233	3	ann_GO0034599.txt.txt
REACTOME_SIGNAL_ATTENUATION	REACTOME_SIGNAL_ATTENUATION	3/245	10/12465	0.000812632554953083	0.00357558324179357	0.00207162978602394	3630/5594/5595	3	ann_GO0034599.txt.txt
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	5/245	38/12465	0.000832105474894814	0.00364799863993741	0.00211358598886326	1499/4137/5580/8428/51765	5	ann_GO0034599.txt.txt
KEGG_PEROXISOME	KEGG_PEROXISOME	7/245	78/12465	0.000838775267459245	0.00365078443750247	0.00211520003077568	215/847/4358/5052/25824/6647/6648	7	ann_GO0034599.txt.txt
REACTOME_SIGNALING_BY_NTRK1_TRKA	REACTOME_SIGNALING_BY_NTRK1_TRKA	7/245	78/12465	0.000838775267459245	0.00365078443750247	0.00211520003077568	1398/1785/5594/5603/5595/5598/6714	7	ann_GO0034599.txt.txt
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	6/245	57/12465	0.000850926027606552	0.00369039603370584	0.00213815029008098	207/1147/5594/5595/5371/5970	6	ann_GO0034599.txt.txt
Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	8/245	102/12465	0.000888661532916703	0.00384028733867575	0.00222499466512227	655/1499/2113/3066/10013/4602/388/7471	8	ann_GO0034599.txt.txt
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	6/245	58/12465	0.000933750618838927	0.00402077668610356	0.00232956700560676	8644/2876/2877/2878/2880/2882	6	ann_GO0034599.txt.txt
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	4/245	23/12465	0.000960814720689129	0.00412264472352428	0.00238858754751385	1147/8737/11035/7099	4	ann_GO0034599.txt.txt
miRNA regulation of prostate cancer signaling pathways%WikiPathways_20190910%WP3981%Homo sapiens	miRNA regulation of prostate cancer signaling pathways%WikiPathways_20190910%WP3981%Homo sapiens	6/245	59/12465	0.00102264285757011	0.00437243059243757	0.0025333090687807	596/1499/2308/5594/4193/7157	6	ann_GO0034599.txt.txt
Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	5/245	40/12465	0.00105658118169367	0.0045016310910188	0.00260816555599697	1535/1536/653361/4688/4689	5	ann_GO0034599.txt.txt
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	3/245	11/12465	0.00110120224958518	0.0046426993797842	0.00268989803126253	1398/3082/4233	3	ann_GO0034599.txt.txt
REACTOME_REGULATION_BY_C_FLIP	REACTOME_REGULATION_BY_C_FLIP	3/245	11/12465	0.00110120224958518	0.0046426993797842	0.00268989803126253	8837/8737/7186	3	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	3/245	11/12465	0.00110120224958518	0.0046426993797842	0.00268989803126253	405/2034/3091	3	ann_GO0034599.txt.txt
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION	4/245	24/12465	0.00113534529189812	0.00477002709443306	0.00276366946054147	1956/2113/5594/5595	4	ann_GO0034599.txt.txt
Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	5/245	41/12465	0.00118430212029674	0.00495849676664035	0.00287286546027183	207/2353/3725/4313/4318	5	ann_GO0034599.txt.txt
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	11/245	189/12465	0.00128147962308197	0.0053468632549282	0.00309787814509107	207/1147/1398/2309/3717/5594/5595/653361/5580/5829/5970	11	ann_GO0034599.txt.txt
IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	4/245	25/12465	0.00133094490779942	0.00551521691245652	0.00319541928116228	207/2534/5594/5595	4	ann_GO0034599.txt.txt
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	4/245	25/12465	0.00133094490779942	0.00551521691245652	0.00319541928116228	54936/328/142/5111	4	ann_GO0034599.txt.txt
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190910%WP4495%Homo sapiens	3/245	12/12465	0.00144704512219477	0.00593533761984973	0.00343882979975635	3162/3586/3569	3	ann_GO0034599.txt.txt
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	3/245	12/12465	0.00144704512219477	0.00593533761984973	0.00343882979975635	1398/5594/5595	3	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	3/245	12/12465	0.00144704512219477	0.00593533761984973	0.00343882979975635	207/2308/2309	3	ann_GO0034599.txt.txt
REACTOME_SIGNALING_BY_SCF_KIT	REACTOME_SIGNALING_BY_SCF_KIT	5/245	43/12465	0.00147353772941752	0.0060033018605899	0.00347820708060276	2241/2534/3717/4318/6714	5	ann_GO0034599.txt.txt
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	5/245	43/12465	0.00147353772941752	0.0060033018605899	0.00347820708060276	57332/11315/7703/10891/25942	5	ann_GO0034599.txt.txt
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	10/245	164/12465	0.0014926505816329	0.00606076242877788	0.00351149871906574	1499/3091/3586/3569/3725/4602/10891/133522/5978/7124	10	ann_GO0034599.txt.txt
Signal Transduction of S1P Receptor%WikiPathways_20190910%WP26%Homo sapiens	Signal Transduction of S1P Receptor%WikiPathways_20190910%WP26%Homo sapiens	4/245	26/12465	0.00154891111965086	0.00624727484925848	0.00361956072171044	207/5594/5595/5598	4	ann_GO0034599.txt.txt
Wnt/beta-catenin Signaling Pathway in Leukemia%WikiPathways_20190910%WP3658%Homo sapiens	Wnt/beta-catenin Signaling Pathway in Leukemia%WikiPathways_20190910%WP3658%Homo sapiens	4/245	26/12465	0.00154891111965086	0.00624727484925848	0.00361956072171044	207/1499/5371/7471	4	ann_GO0034599.txt.txt
Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	5/245	44/12465	0.00163620382901164	0.0065774306747644	0.00381084717650551	207/2353/3725/4313/4318	5	ann_GO0034599.txt.txt
REACTOME_G0_AND_EARLY_G1	REACTOME_G0_AND_EARLY_G1	4/245	27/12465	0.00179053388450425	0.00715031683250872	0.00414276729921775	890/983/1017/5111	4	ann_GO0034599.txt.txt
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	4/245	27/12465	0.00179053388450425	0.00715031683250872	0.00414276729921775	207/1499/79109/4846	4	ann_GO0034599.txt.txt
Pathways Affected in Adenoid Cystic Carcinoma%WikiPathways_20190910%WP3651%Homo sapiens	Pathways Affected in Adenoid Cystic Carcinoma%WikiPathways_20190910%WP3651%Homo sapiens	6/245	66/12465	0.001839981515461	0.00732361063719675	0.00424317066931104	207/55294/2309/23135/4602/7157	6	ann_GO0034599.txt.txt
MFAP5-mediated ovarian cancer cell motility and invasiveness%WikiPathways_20190910%WP3301%Homo sapiens	MFAP5-mediated ovarian cancer cell motility and invasiveness%WikiPathways_20190910%WP3301%Homo sapiens	3/245	13/12465	0.00185399162351355	0.0073311433478804	0.00424753498885459	3725/5594/5595	3	ann_GO0034599.txt.txt
REACTOME_ERKS_ARE_INACTIVATED	REACTOME_ERKS_ARE_INACTIVATED	3/245	13/12465	0.00185399162351355	0.0073311433478804	0.00424753498885459	5594/5595/5598	3	ann_GO0034599.txt.txt
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	13/245	260/12465	0.00191193538856381	0.00753564110802022	0.0043660173796794	207/948/1398/2534/3082/5594/5595/5580/5660/388/6647/6714/7225	13	ann_GO0034599.txt.txt
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	4/245	28/12465	0.002057092573263	0.0080292968182201	0.00465203278028237	10645/4137/5562/5563	4	ann_GO0034599.txt.txt
REACTOME_ATTENUATION_PHASE	REACTOME_ATTENUATION_PHASE	4/245	28/12465	0.002057092573263	0.0080292968182201	0.00465203278028237	3297/3303/3304/3315	4	ann_GO0034599.txt.txt
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS	4/245	28/12465	0.002057092573263	0.0080292968182201	0.00465203278028237	8737/11035/7225/7226	4	ann_GO0034599.txt.txt
ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	7/245	91/12465	0.00207230971375433	0.00806268409531427	0.00467137677901636	1499/2146/8321/3725/9314/7471/51384	7	ann_GO0034599.txt.txt
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	6/245	68/12465	0.00214562029448234	0.00832115562924242	0.00482113062120527	983/1017/54205/4193/83667/7157	6	ann_GO0034599.txt.txt
REACTOME_INTERLEUKIN_12_SIGNALING	REACTOME_INTERLEUKIN_12_SIGNALING	5/245	47/12465	0.00220341598365919	0.00847471850040343	0.00491010223685836	3586/3717/5034/6647/6648	5	ann_GO0034599.txt.txt
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	7/245	92/12465	0.00220622836993974	0.00847471850040343	0.00491010223685836	10645/5594/5595/4137/5562/5563/6714	7	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	7/245	92/12465	0.00220622836993974	0.00847471850040343	0.00491010223685836	890/1017/4193/5562/5563/7157/94241	7	ann_GO0034599.txt.txt
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	3/245	14/12465	0.00232558157003059	0.00883019364915311	0.00511605826040537	207/1147/4193	3	ann_GO0034599.txt.txt
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	3/245	14/12465	0.00232558157003059	0.00883019364915311	0.00511605826040537	983/5594/5595	3	ann_GO0034599.txt.txt
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	3/245	14/12465	0.00232558157003059	0.00883019364915311	0.00511605826040537	890/1017/7157	3	ann_GO0034599.txt.txt
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER	4/245	29/12465	0.00234985318597298	0.00883019364915311	0.00511605826040537	1499/5594/5595/7157	4	ann_GO0034599.txt.txt
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	4/245	29/12465	0.00234985318597298	0.00883019364915311	0.00511605826040537	1398/5156/6714/6778	4	ann_GO0034599.txt.txt
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	4/245	29/12465	0.00234985318597298	0.00883019364915311	0.00511605826040537	2936/4831/7295/7296	4	ann_GO0034599.txt.txt
REACTOME_MITOPHAGY	REACTOME_MITOPHAGY	4/245	29/12465	0.00234985318597298	0.00883019364915311	0.00511605826040537	84557/65018/5071/6714	4	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	8/245	119/12465	0.00239095578308485	0.00895683126171106	0.00518942985671994	405/406/948/2168/10891/133522/25942/7296	8	ann_GO0034599.txt.txt
Parkin-Ubiquitin Proteasomal System pathway%WikiPathways_20190910%WP2359%Homo sapiens	Parkin-Ubiquitin Proteasomal System pathway%WikiPathways_20190910%WP2359%Homo sapiens	6/245	70/12465	0.00248809583843366	0.00929196285340967	0.00538359918257576	55294/2861/3303/3304/5071/6622	6	ann_GO0034599.txt.txt
REACTOME_SIGNALING_BY_ERBB2	REACTOME_SIGNALING_BY_ERBB2	5/245	49/12465	0.00265349738924254	0.00979024113873776	0.00567229282157403	207/1956/2534/5580/6714	5	ann_GO0034599.txt.txt
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	5/245	49/12465	0.00265349738924254	0.00979024113873776	0.00567229282157403	890/983/1017/5111/7157	5	ann_GO0034599.txt.txt
Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	5/245	49/12465	0.00265349738924254	0.00979024113873776	0.00567229282157403	25/207/983/4137/6714	5	ann_GO0034599.txt.txt
Matrix Metalloproteinases%WikiPathways_20190910%WP129%Homo sapiens	Matrix Metalloproteinases%WikiPathways_20190910%WP129%Homo sapiens	4/245	30/12465	0.0026700657651103	0.00979024113873776	0.00567229282157403	4313/4314/4318/7124	4	ann_GO0034599.txt.txt
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	4/245	30/12465	0.0026700657651103	0.00979024113873776	0.00567229282157403	207/596/5599/7157	4	ann_GO0034599.txt.txt
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	4/245	30/12465	0.0026700657651103	0.00979024113873776	0.00567229282157403	207/3066/5371/7157	4	ann_GO0034599.txt.txt
REACTOME_MITOTIC_G1_G1_S_PHASES	REACTOME_MITOTIC_G1_G1_S_PHASES	9/245	149/12465	0.00271389502537341	0.00992088513807196	0.00574798564763456	25/207/890/983/1017/1719/3717/5111/6714	9	ann_GO0034599.txt.txt
