ID	GOterm
Cell Cycle WikiPathways 20190910 WP179 Homo sapiens	GO0006974
KEGG CELL CYCLE	GO0006974
REACTOME DNA DOUBLE STRAND BREAK RESPONSE	GO0006974
REACTOME DNA REPLICATION	GO0006974
REACTOME TRANSLESION SYNTHESIS BY POLH	GO0006974
REACTOME MITOTIC G1 G1 S PHASES	GO0006974
REACTOME PCNA DEPENDENT LONG PATCH BASE EXCISION REPAIR	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN	GO0006974
REACTOME EXTENSION OF TELOMERES	GO0006974
Integrated Breast Cancer Pathway WikiPathways 20190910 WP1984 Homo sapiens	GO0006974
ATM Signaling Network in Development and Disease  WikiPathways 20190910 WP3878 Homo sapiens	GO0006974
Integrated Cancer Pathway WikiPathways 20190910 WP1971 Homo sapiens	GO0006974
G1 to S cell cycle control WikiPathways 20190910 WP45 Homo sapiens	GO0006974
REACTOME MRNA CAPPING	GO0006974
REACTOME TRANSLESION SYNTHESIS BY POLK	GO0006974
REACTOME FORMATION OF HIV ELONGATION COMPLEX IN THE ABSENCE OF HIV TAT	GO0006974
REACTOME TELOMERE C STRAND LAGGING STRAND SYNTHESIS	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST	GO0006974
REACTOME FORMATION OF THE EARLY ELONGATION COMPLEX	GO0006974
REACTOME SUMOYLATION	GO0006974
REACTOME RNA POLYMERASE II TRANSCRIPTION PRE INITIATION AND PROMOTER OPENING	GO0006974
REACTOME MISMATCH REPAIR	GO0006974
REACTOME TRANSCRIPTION OF THE HIV GENOME	GO0006974
KEGG P53 SIGNALING PATHWAY	GO0006974
REACTOME LAGGING STRAND SYNTHESIS	GO0006974
REACTOME RNA POLYMERASE II TRANSCRIPTION ELONGATION	GO0006974
REACTOME DEUBIQUITINATION	GO0006974
REACTOME HIV LIFE CYCLE	GO0006974
REACTOME RNA POLYMERASE II PRE TRANSCRIPTION EVENTS	GO0006974
Homologous recombination WikiPathways 20190910 WP186 Homo sapiens	GO0006974
KEGG NON HOMOLOGOUS END JOINING	GO0006974
REACTOME SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS	GO0006974
REACTOME ACTIVATION OF THE PRE REPLICATIVE COMPLEX	GO0006974
Apoptosis WikiPathways 20190910 WP254 Homo sapiens	GO0006974
KEGG UBIQUITIN MEDIATED PROTEOLYSIS	GO0006974
Eukaryotic Transcription Initiation WikiPathways 20190910 WP405 Homo sapiens	GO0006974
TP53 Network WikiPathways 20190910 WP1742 Homo sapiens	GO0006974
REACTOME DNA REPLICATION PRE INITIATION	GO0006974
REACTOME HIV INFECTION	GO0006974
REACTOME MEIOSIS	GO0006974
REACTOME PROCESSIVE SYNTHESIS ON THE C STRAND OF THE TELOMERE	GO0006974
REACTOME REGULATION OF TP53 ACTIVITY THROUGH METHYLATION	GO0006974
REACTOME INTRINSIC PATHWAY FOR APOPTOSIS	GO0006974
REACTOME TELOMERE MAINTENANCE	GO0006974
REACTOME HDR THROUGH MMEJ ALT NHEJ	GO0006974
REACTOME PROCESSIVE SYNTHESIS ON THE LAGGING STRAND	GO0006974
Chromosomal and microsatellite instability in colorectal cancer  WikiPathways 20190910 WP4216 Homo sapiens	GO0006974
REACTOME CHROMOSOME MAINTENANCE	GO0006974
REACTOME CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA	GO0006974
REACTOME HIV ELONGATION ARREST AND RECOVERY	GO0006974
Signaling Pathways in Glioblastoma WikiPathways 20190910 WP2261 Homo sapiens	GO0006974
REACTOME SIGNALING BY FGFR2	GO0006974
Apoptosis Modulation and Signaling WikiPathways 20190910 WP1772 Homo sapiens	GO0006974
REACTOME SIGNALING BY FGFR	GO0006974
REACTOME LEADING STRAND SYNTHESIS	GO0006974
REACTOME G1 PHASE	GO0006974
REACTOME REPRODUCTION	GO0006974
Photodynamic therapy induced AP 1 survival signaling  WikiPathways 20190910 WP3611 Homo sapiens	GO0006974
Regulation of Apoptosis by Parathyroid Hormone related Protein WikiPathways 20190910 WP3872 Homo sapiens	GO0006974
REACTOME RNA POLYMERASE I TRANSCRIPTION TERMINATION	GO0006974
REACTOME UNWINDING OF DNA	GO0006974
REACTOME SIGNALING BY FGFR2 IIIA TM	GO0006974
REACTOME PROGRAMMED CELL DEATH	GO0006974
REACTOME INFECTIOUS DISEASE	GO0006974
REACTOME RNA POLYMERASE I TRANSCRIPTION INITIATION	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST	GO0006974
RAC1 PAK1 p38 MMP2 Pathway WikiPathways 20190910 WP3303 Homo sapiens	GO0006974
Endometrial cancer WikiPathways 20190910 WP4155 Homo sapiens	GO0006974
REACTOME ABORTIVE ELONGATION OF HIV 1 TRANSCRIPT IN THE ABSENCE OF TAT	GO0006974
REACTOME TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3 SMAD4 HETEROTRIMER	GO0006974
REACTOME CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY	GO0006974
REACTOME MEIOTIC RECOMBINATION	GO0006974
Hepatitis B infection WikiPathways 20190910 WP4666 Homo sapiens	GO0006974
Non small cell lung cancer WikiPathways 20190910 WP4255 Homo sapiens	GO0006974
REACTOME PIWI INTERACTING RNA PIRNA BIOGENESIS	GO0006974
REACTOME SIGNALING BY TGF BETA RECEPTOR COMPLEX	GO0006974
REACTOME RNA POLYMERASE II TRANSCRIBES SNRNA GENES	GO0006974
Pancreatic adenocarcinoma pathway WikiPathways 20190910 WP4263 Homo sapiens	GO0006974
REACTOME DEADENYLATION OF MRNA	GO0006974
REACTOME MICRORNA MIRNA BIOGENESIS	GO0006974
REACTOME ACTIVATION OF BH3 ONLY PROTEINS	GO0006974
REACTOME G1 S DNA DAMAGE CHECKPOINTS	GO0006974
KEGG COLORECTAL CANCER	GO0006974
REACTOME REGULATION OF TP53 EXPRESSION AND DEGRADATION	GO0006974
REACTOME SIGNALING BY FGFR2 IN DISEASE	GO0006974
REACTOME UCH PROTEINASES	GO0006974
REACTOME SMAD2 SMAD3 SMAD4 HETEROTRIMER REGULATES TRANSCRIPTION	GO0006974
REACTOME PROTEIN UBIQUITINATION	GO0006974
REACTOME FGFR2 ALTERNATIVE SPLICING	GO0006974
Breast cancer pathway WikiPathways 20190910 WP4262 Homo sapiens	GO0006974
REACTOME ESTROGEN DEPENDENT GENE EXPRESSION	GO0006974
KEGG PATHWAYS IN CANCER	GO0006974
REACTOME FGFR2 MUTANT RECEPTOR ACTIVATION	GO0006974
REACTOME ESR MEDIATED SIGNALING	GO0006974
REACTOME ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION	GO0006974
REACTOME DISEASES OF SIGNAL TRANSDUCTION	GO0006974
DNA Damage Response  only ATM dependent  WikiPathways 20190910 WP710 Homo sapiens	GO0006974
TGF beta Signaling Pathway WikiPathways 20190910 WP366 Homo sapiens	GO0006974
KEGG RNA POLYMERASE	GO0006974
REACTOME NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR NLR SIGNALING PATHWAYS	GO0006974
REACTOME NOD1 2 SIGNALING PATHWAY	GO0006974
REACTOME ONCOGENE INDUCED SENESCENCE	GO0006974
REACTOME CELLULAR SENESCENCE	GO0006974
Pyrimidine metabolism WikiPathways 20190910 WP4022 Homo sapiens	GO0006974
REACTOME JOSEPHIN DOMAIN DUBS	GO0006974
REACTOME TICAM1 DEPENDENT ACTIVATION OF IRF3 IRF7	GO0006974
REACTOME SPRY REGULATION OF FGF SIGNALING	GO0006974
REACTOME METALLOPROTEASE DUBS	GO0006974
REACTOME TRIF TICAM1 MEDIATED TLR4 SIGNALING	GO0006974
KEGG PROSTATE CANCER	GO0006974
KEGG CHRONIC MYELOID LEUKEMIA	GO0006974
KEGG PYRIMIDINE METABOLISM	GO0006974
Small cell lung cancer WikiPathways 20190910 WP4658 Homo sapiens	GO0006974
REACTOME ACTIVATION OF IRF3 IRF7 MEDIATED BY TBK1 IKK EPSILON	GO0006974
REACTOME G0 AND EARLY G1	GO0006974
REACTOME EPIGENETIC REGULATION OF GENE EXPRESSION	GO0006974
miRNA regulation of p53 pathway in prostate cancer WikiPathways 20190910 WP3982 Homo sapiens	GO0006974
Oxidative Damage WikiPathways 20190910 WP3941 Homo sapiens	GO0006974
REACTOME IRAK1 RECRUITS IKK COMPLEX	GO0006974
REACTOME TRAF6 MEDIATED IRF7 ACTIVATION IN TLR7 8 OR 9 SIGNALING	GO0006974
REACTOME ORC1 REMOVAL FROM CHROMATIN	GO0006974
REACTOME TICAM1 RIP1 MEDIATED IKK COMPLEX RECRUITMENT	GO0006974
REACTOME SYNTHESIS OF ACTIVE UBIQUITIN  ROLES OF E1 AND E2 ENZYMES	GO0006974
Hepatitis C and Hepatocellular Carcinoma WikiPathways 20190910 WP3646 Homo sapiens	GO0006974
REACTOME FOXO MEDIATED TRANSCRIPTION	GO0006974
ErbB Signaling Pathway WikiPathways 20190910 WP673 Homo sapiens	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES	GO0006974
REACTOME ESTABLISHMENT OF SISTER CHROMATID COHESION	GO0006974
REACTOME E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS	GO0006974
REACTOME INTRACELLULAR SIGNALING BY SECOND MESSENGERS	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX2	GO0006974
Amyotrophic lateral sclerosis  ALS  WikiPathways 20190910 WP2447 Homo sapiens	GO0006974
REACTOME OVARIAN TUMOR DOMAIN PROTEASES	GO0006974
KEGG ENDOMETRIAL CANCER	GO0006974
REACTOME SIGNALING BY TGF BETA FAMILY MEMBERS	GO0006974
Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	GO0006974
REACTOME ASSEMBLY OF THE PRE REPLICATIVE COMPLEX	GO0006974
REACTOME CELLULAR RESPONSES TO STRESS	GO0006974
KEGG AMYOTROPHIC LATERAL SCLEROSIS ALS	GO0006974
REACTOME STING MEDIATED INDUCTION OF HOST IMMUNE RESPONSES	GO0006974
REACTOME SIGNALING BY NUCLEAR RECEPTORS	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF CASPASE ACTIVATORS AND CASPASES	GO0006974
Genotoxicity pathway WikiPathways 20190910 WP4286 Homo sapiens	GO0006974
REACTOME SIGNALING BY FGFR IN DISEASE	GO0006974
REACTOME UB SPECIFIC PROCESSING PROTEASES	GO0006974
REACTOME SWITCHING OF ORIGINS TO A POST REPLICATIVE STATE	GO0006974
REACTOME PTEN REGULATION	GO0006974
Androgen receptor signaling pathway WikiPathways 20190910 WP138 Homo sapiens	GO0006974
REACTOME IKK COMPLEX RECRUITMENT MEDIATED BY RIP1	GO0006974
REACTOME G1 S SPECIFIC TRANSCRIPTION	GO0006974
REACTOME IRF3 MEDIATED INDUCTION OF TYPE I IFN	GO0006974
REACTOME ACTIVATION OF HOX GENES DURING DIFFERENTIATION	GO0006974
REACTOME SIGNALING BY FGFR1	GO0006974
Pathways Affected in Adenoid Cystic Carcinoma WikiPathways 20190910 WP3651 Homo sapiens	GO0006974
REACTOME SIGNALING BY LIGAND RESPONSIVE EGFR VARIANTS IN CANCER	GO0006974
REACTOME VIRAL MESSENGER RNA SYNTHESIS	GO0006974
Viral Acute Myocarditis WikiPathways 20190910 WP4298 Homo sapiens	GO0006974
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX	GO0006974
REACTOME EARLY PHASE OF HIV LIFE CYCLE	GO0006974
REACTOME MITOTIC TELOPHASE CYTOKINESIS	GO0006974
REACTOME MITOTIC G2 G2 M PHASES	GO0006974
REACTOME MRNA SPLICING	GO0006974
REACTOME DDX58 IFIH1 MEDIATED INDUCTION OF INTERFERON ALPHA BETA	GO0006974
IL 7 Signaling Pathway WikiPathways 20190910 WP205 Homo sapiens	GO0006974
REACTOME CYCLIN A B1 B2 ASSOCIATED EVENTS DURING G2 M TRANSITION	GO0006974
REACTOME COHESIN LOADING ONTO CHROMATIN	GO0006974
REACTOME TOLL LIKE RECEPTOR 4 TLR4 CASCADE	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE	GO0006974
REACTOME BASE EXCISION REPAIR AP SITE FORMATION	GO0006974
REACTOME RNA POLYMERASE I TRANSCRIPTION	GO0006974
REACTOME REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA	GO0006974
IL 5 Signaling Pathway WikiPathways 20190910 WP127 Homo sapiens	GO0006974
REACTOME NEGATIVE REGULATION OF FGFR1 SIGNALING	GO0006974
REACTOME PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA	GO0006974
REACTOME NEGATIVE REGULATION OF FGFR2 SIGNALING	GO0006974
REACTOME NEGATIVE REGULATORS OF DDX58 IFIH1 SIGNALING	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY E2F6	GO0006974
IL 1 signaling pathway WikiPathways 20190910 WP195 Homo sapiens	GO0006974
REACTOME STABILIZATION OF P53	GO0006974
REACTOME APOPTOTIC FACTOR MEDIATED RESPONSE	GO0006974
REACTOME FOXO MEDIATED TRANSCRIPTION OF CELL DEATH GENES	GO0006974
REACTOME DEACTIVATION OF THE BETA CATENIN TRANSACTIVATING COMPLEX	GO0006974
REACTOME NEDDYLATION	GO0006974
TNF alpha Signaling Pathway WikiPathways 20190910 WP231 Homo sapiens	GO0006974
REACTOME ANTIGEN PROCESSING  UBIQUITINATION PROTEASOME DEGRADATION	GO0006974
REACTOME JNK C JUN KINASES PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1	GO0006974
REACTOME REGULATION OF SIGNALING BY CBL	GO0006974
REACTOME CHROMATIN ORGANIZATION	GO0006974
REACTOME SUMOYLATION OF TRANSCRIPTION COFACTORS	GO0006974
REACTOME REGULATION OF MITOTIC CELL CYCLE	GO0006974
REACTOME NEGATIVE REGULATION OF FGFR3 SIGNALING	GO0006974
REACTOME FOXO MEDIATED TRANSCRIPTION OF CELL CYCLE GENES	GO0006974
REACTOME MRNA SPLICING MINOR PATHWAY	GO0006974
REACTOME DOWNREGULATION OF SMAD2 3 SMAD4 TRANSCRIPTIONAL ACTIVITY	GO0006974
Novel intracellular components of RIG I like receptor  RLR  pathway WikiPathways 20190910 WP3865 Homo sapiens	GO0006974
KEGG PANCREATIC CANCER	GO0006974
REACTOME RNA POLYMERASE I PROMOTER ESCAPE	GO0006974
REACTOME DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE	GO0006974
REACTOME INTERLEUKIN 17 SIGNALING	GO0006974
Ciliary landscape WikiPathways 20190910 WP4352 Homo sapiens	GO0006974
REACTOME SIGNALING BY EGFR IN CANCER	GO0006974
KEGG NON SMALL CELL LUNG CANCER	GO0006974
REACTOME NEGATIVE REGULATION OF FGFR4 SIGNALING	GO0006974
T Cell antigen Receptor  TCR   Signaling Pathway WikiPathways 20190910 WP69 Homo sapiens	GO0006974
REACTOME CHK1 CHK2 CDS1 MEDIATED INACTIVATION OF CYCLIN B CDK1 COMPLEX	GO0006974
KEGG OOCYTE MEIOSIS	GO0006974
REACTOME TAK1 ACTIVATES NFKB BY PHOSPHORYLATION AND ACTIVATION OF IKKS COMPLEX	GO0006974
REACTOME DEADENYLATION DEPENDENT MRNA DECAY	GO0006974
REACTOME SIGNALING BY FGFR3	GO0006974
KEGG SMALL CELL LUNG CANCER	GO0006974
REACTOME MYD88 CASCADE INITIATED ON PLASMA MEMBRANE	GO0006974
Cardiac Hypertrophic Response WikiPathways 20190910 WP2795 Homo sapiens	GO0006974
Gastric Cancer Network 2 WikiPathways 20190910 WP2363 Homo sapiens	GO0006974
KEGG PROGESTERONE MEDIATED OOCYTE MATURATION	GO0006974
REACTOME CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER	GO0006974
KEGG NEUROTROPHIN SIGNALING PATHWAY	GO0006974
REACTOME TOLL LIKE RECEPTOR 9 TLR9 CASCADE	GO0006974
IL 3 Signaling Pathway WikiPathways 20190910 WP286 Homo sapiens	GO0006974
REACTOME SIGNALING BY FGFR4	GO0006974
Cytosolic DNA sensing pathway WikiPathways 20190910 WP4655 Homo sapiens	GO0006974
REACTOME AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL	GO0006974
KEGG MAPK SIGNALING PATHWAY	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX3	GO0006974
Nanomaterial induced apoptosis WikiPathways 20190910 WP2507 Homo sapiens	GO0006974
REACTOME SUMOYLATION OF TRANSCRIPTION FACTORS	GO0006974
REACTOME NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION	GO0006974
KEGG APOPTOSIS	GO0006974
IL 2 Signaling Pathway WikiPathways 20190910 WP49 Homo sapiens	GO0006974
miRNA regulation of prostate cancer signaling pathways WikiPathways 20190910 WP3981 Homo sapiens	GO0006974
REACTOME THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT	GO0006974
B Cell Receptor Signaling Pathway WikiPathways 20190910 WP23 Homo sapiens	GO0006974
REACTOME TOLL LIKE RECEPTOR CASCADES	GO0006974
REACTOME INLB MEDIATED ENTRY OF LISTERIA MONOCYTOGENES INTO HOST CELL	GO0006974
REACTOME CIRCADIAN CLOCK	GO0006974
MAPK Signaling Pathway WikiPathways 20190910 WP382 Homo sapiens	GO0006974
REACTOME IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX	GO0006974
REACTOME INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING	GO0006974
REACTOME E2F MEDIATED REGULATION OF DNA REPLICATION	GO0006974
Gastric Cancer Network 1 WikiPathways 20190910 WP2361 Homo sapiens	GO0006974
REACTOME NRIF SIGNALS CELL DEATH FROM THE NUCLEUS	GO0006974
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	GO0006974
REACTOME SIGNALING BY NON RECEPTOR TYROSINE KINASES	GO0006974
KEGG PURINE METABOLISM	GO0006974
REACTOME TNFR1 INDUCED NFKAPPAB SIGNALING PATHWAY	GO0006974
Circadian rhythm related genes WikiPathways 20190910 WP3594 Homo sapiens	GO0006974
IL 4 Signaling Pathway WikiPathways 20190910 WP395 Homo sapiens	GO0006974
REACTOME SUMOYLATION OF IMMUNE RESPONSE PROTEINS	GO0006974
REACTOME TICAM1 TRAF6 DEPENDENT INDUCTION OF TAK1 COMPLEX	GO0006974
REACTOME CARGO RECOGNITION FOR CLATHRIN MEDIATED ENDOCYTOSIS	GO0006974
KEGG GLIOMA	GO0006974
Oncostatin M Signaling Pathway WikiPathways 20190910 WP2374 Homo sapiens	GO0006974
REACTOME C TYPE LECTIN RECEPTORS CLRS	GO0006974
Leptin signaling pathway WikiPathways 20190910 WP2034 Homo sapiens	GO0006974
KEGG DORSO VENTRAL AXIS FORMATION	GO0006974
REACTOME ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING	GO0006974
Aryl Hydrocarbon Receptor WikiPathways 20190910 WP2586 Homo sapiens	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX1	GO0006974
REACTOME TOLL LIKE RECEPTOR TLR1 TLR2 CASCADE	GO0006974
KEGG ERBB SIGNALING PATHWAY	GO0006974
REACTOME TGF BETA RECEPTOR SIGNALING ACTIVATES SMADS	GO0006974
REACTOME SIGNALING BY ERBB4	GO0006974
REACTOME CLASS I MHC MEDIATED ANTIGEN PROCESSING PRESENTATION	GO0006974
REACTOME SIGNALING BY ERBB2	GO0006974
Human Thyroid Stimulating Hormone  TSH  signaling pathway WikiPathways 20190910 WP2032 Homo sapiens	GO0006974
REACTOME REGULATION OF RAS BY GAPS	GO0006974
Bladder Cancer WikiPathways 20190910 WP2828 Homo sapiens	GO0006974
KEGG RNA DEGRADATION	GO0006974
Structural Pathway of Interleukin 1  IL 1  WikiPathways 20190910 WP2637 Homo sapiens	GO0006974
REACTOME REGULATION OF TNFR1 SIGNALING	GO0006974
REACTOME REGULATION OF PTEN STABILITY AND ACTIVITY	GO0006974
REACTOME CLEC7A DECTIN 1 SIGNALING	GO0006974
REACTOME SCF SKP2 MEDIATED DEGRADATION OF P27 P21	GO0006974
KEGG BLADDER CANCER	GO0006974
REACTOME CELLULAR RESPONSE TO HEAT STRESS	GO0006974
REACTOME DOWNREGULATION OF TGF BETA RECEPTOR SIGNALING	GO0006974
Wnt beta catenin Signaling Pathway in Leukemia WikiPathways 20190910 WP3658 Homo sapiens	GO0006974
p38 MAPK Signaling Pathway WikiPathways 20190910 WP400 Homo sapiens	GO0006974
REACTOME OXIDATIVE STRESS INDUCED SENESCENCE	GO0006974
REACTOME INTERLEUKIN 1 SIGNALING	GO0006974
KEGG MELANOMA	GO0006974
REACTOME CYTOCHROME C MEDIATED APOPTOTIC RESPONSE	GO0006974
REACTOME CYTOSOLIC IRON SULFUR CLUSTER ASSEMBLY	GO0006974
REACTOME DOWNREGULATION OF ERBB2 ERBB3 SIGNALING	GO0006974
REACTOME NF KB IS ACTIVATED AND SIGNALS SURVIVAL	GO0006974
REACTOME P75NTR RECRUITS SIGNALLING COMPLEXES	GO0006974
IL 6 signaling pathway WikiPathways 20190910 WP364 Homo sapiens	GO0006974
REACTOME REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE	GO0006974
REACTOME APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1	GO0006974
Alpha 6 Beta 4 signaling pathway WikiPathways 20190910 WP244 Homo sapiens	GO0006974
REACTOME LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS	GO0006974
REACTOME DOWNREGULATION OF ERBB2 SIGNALING	GO0006974
REACTOME GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION	GO0006974
REACTOME REGULATION OF TP53 ACTIVITY THROUGH ASSOCIATION WITH CO FACTORS	GO0006974
REACTOME TP53 REGULATES TRANSCRIPTION OF SEVERAL ADDITIONAL CELL DEATH GENES WHOSE SPECIFIC ROLES IN P53 DEPENDENT APOPTOSIS REMAIN UNCERTAIN	GO0006974
REACTOME TRAF3 DEPENDENT IRF ACTIVATION PATHWAY	GO0006974
RANKL RANK  Receptor activator of NFKB  ligand   Signaling Pathway WikiPathways 20190910 WP2018 Homo sapiens	GO0006974
REACTOME FBXL7 DOWN REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS	GO0006974
REACTOME CELLULAR RESPONSE TO HYPOXIA	GO0006974
REACTOME NEGATIVE REGULATION OF MET ACTIVITY	GO0006974
Photodynamic therapy induced HIF 1 survival signaling WikiPathways 20190910 WP3614 Homo sapiens	GO0006974
Prion disease pathway WikiPathways 20190910 WP3995 Homo sapiens	GO0006974
KEGG T CELL RECEPTOR SIGNALING PATHWAY	GO0006974
Senescence and Autophagy in Cancer WikiPathways 20190910 WP615 Homo sapiens	GO0006974
REACTOME TRAF6 MEDIATED IRF7 ACTIVATION	GO0006974
KEGG VEGF SIGNALING PATHWAY	GO0006974
REACTOME ACTIVATION OF APC C AND APC C CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS	GO0006974
REACTOME CELL DEATH SIGNALLING VIA NRAGE NRIF AND NADE	GO0006974
Spinal Cord Injury WikiPathways 20190910 WP2431 Homo sapiens	GO0006974
AGE RAGE pathway WikiPathways 20190910 WP2324 Homo sapiens	GO0006974
REACTOME NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION	GO0006974
REACTOME TRANSCRIPTIONAL REGULATION BY THE AP 2 TFAP2 FAMILY OF TRANSCRIPTION FACTORS	GO0006974
REACTOME TCF DEPENDENT SIGNALING IN RESPONSE TO WNT	GO0006974
REACTOME ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA	GO0006974
Hematopoietic Stem Cell Gene Regulation by GABP alpha beta Complex WikiPathways 20190910 WP3657 Homo sapiens	GO0006974
NAD  biosynthetic pathways WikiPathways 20190910 WP3645 Homo sapiens	GO0006974
KEGG ACUTE MYELOID LEUKEMIA	GO0006974
REACTOME INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING	GO0006974
The effect of progerin on the involved genes in Hutchinson Gilford Progeria Syndrome WikiPathways 20190910 WP4320 Homo sapiens	GO0006974
Association Between Physico Chemical Features and Toxicity Associated Pathways WikiPathways 20190910 WP3680 Homo sapiens	GO0006974
REACTOME SIGNALING BY NOTCH1 IN CANCER	GO0006974
KEGG FC EPSILON RI SIGNALING PATHWAY	GO0006974
REACTOME EGFR DOWNREGULATION	GO0006974
REACTOME HSF1 ACTIVATION	GO0006974
REACTOME SIGNALING BY EGFR	GO0006974
Regulation of Microtubule Cytoskeleton WikiPathways 20190910 WP2038 Homo sapiens	GO0006974
REACTOME APC C CDC20 MEDIATED DEGRADATION OF CYCLIN B	GO0006974
MET in type 1 papillary renal cell carcinoma WikiPathways 20190910 WP4205 Homo sapiens	GO0006974
REACTOME MAP3K8 TPL2 DEPENDENT MAPK1 3 ACTIVATION	GO0006974
REACTOME P75NTR SIGNALS VIA NF KB	GO0006974
REACTOME POLO LIKE KINASE MEDIATED EVENTS	GO0006974
REACTOME TRAF6 MEDIATED INDUCTION OF TAK1 COMPLEX WITHIN TLR4 COMPLEX	GO0006974
KEGG RENAL CELL CARCINOMA	GO0006974
miRNAs involved in DNA damage response WikiPathways 20190910 WP1545 Homo sapiens	GO0006974
Mammary gland development pathway   Involution  Stage 4 of 4  WikiPathways 20190910 WP2815 Homo sapiens	GO0006974
REACTOME ACTIVATION OF THE AP 1 FAMILY OF TRANSCRIPTION FACTORS	GO0006974
REACTOME REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION	GO0006974
KEGG RIG I LIKE RECEPTOR SIGNALING PATHWAY	GO0006974
EGF EGFR Signaling Pathway WikiPathways 20190910 WP437 Homo sapiens	GO0006974
REACTOME MAPK6 MAPK4 SIGNALING	GO0006974
REACTOME SIGNALING BY NOTCH4	GO0006974
REACTOME FORMATION OF SENESCENCE ASSOCIATED HETEROCHROMATIN FOCI SAHF	GO0006974
REACTOME SIGNALING BY RECEPTOR TYROSINE KINASES	GO0006974
REACTOME NOTCH3 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS	GO0006974
REACTOME REGULATION OF RUNX2 EXPRESSION AND ACTIVITY	GO0006974
REACTOME DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX	GO0006974
REACTOME TNF SIGNALING	GO0006974
Wnt Signaling Pathway WikiPathways 20190910 WP363 Homo sapiens	GO0006974
REACTOME INFLUENZA INFECTION	GO0006974
Brain Derived Neurotrophic Factor  BDNF  signaling pathway WikiPathways 20190910 WP2380 Homo sapiens	GO0006974
REACTOME RNA POLYMERASE III CHAIN ELONGATION	GO0006974
TGF B Signaling in Thyroid Cells for Epithelial Mesenchymal Transition WikiPathways 20190910 WP3859 Homo sapiens	GO0006974
REACTOME CLATHRIN MEDIATED ENDOCYTOSIS	GO0006974
Fas Ligand  FasL  pathway and Stress induction of Heat Shock Proteins  HSP  regulation WikiPathways 20190910 WP314 Homo sapiens	GO0006974
Apoptosis related network due to altered Notch3 in ovarian cancer WikiPathways 20190910 WP2864 Homo sapiens	GO0006974
Copper homeostasis WikiPathways 20190910 WP3286 Homo sapiens	GO0006974
